"","chrom","window_start","window_end","sites_total","calls","hets","hetpkb","winlen","merge_start","sample","subpop"
"4758","NW_006725355.1",2000001,3000000,448756,446677,572,1.28056738985889,1e+06,187558853,"GOC002","GOC"
"4759","NW_006725355.1",3000001,4000000,452869,451081,432,0.957699393235361,1e+06,188558853,"GOC002","GOC"
"4760","NW_006725355.1",4000001,5000000,517893,515562,588,1.140502985092,1e+06,189558853,"GOC002","GOC"
"4761","NW_006725355.1",5000001,6000000,399177,396859,375,0.94491998417574,1e+06,190558853,"GOC002","GOC"
"4762","NW_006725355.1",6000001,6578050,271260,269515,424,1.57319629705211,578050,191558853,"GOC002","GOC"
"4763","NW_006725366.1",1,1000000,419370,416512,1069,2.56655270436386,1e+06,192136903,"GOC002","GOC"
"4764","NW_006725366.1",1000001,2000000,414308,411141,413,1.00452156316203,1e+06,193136903,"GOC002","GOC"
"4765","NW_006725366.1",2000001,3000000,309106,306313,5,0.0163231727024318,1e+06,194136903,"GOC002","GOC"
"4766","NW_006725366.1",3000001,4000000,414891,412062,83,0.20142599900015,1e+06,195136903,"GOC002","GOC"
"4767","NW_006725366.1",4000001,5000000,451578,448865,348,0.775288783932808,1e+06,196136903,"GOC002","GOC"
"4768","NW_006725366.1",5000001,6000000,475535,472721,443,0.937127819580683,1e+06,197136903,"GOC002","GOC"
"4769","NW_006725366.1",6000001,7000000,477139,474320,527,1.11106426041491,1e+06,198136903,"GOC002","GOC"
"4770","NW_006725366.1",7000001,8000000,381948,379304,299,0.788285913146184,1e+06,199136903,"GOC002","GOC"
"4771","NW_006725366.1",8000001,8853351,357284,353485,193,0.545992050582061,853351,200136903,"GOC002","GOC"
"4772","NW_006725377.1",1,1000000,278578,276515,463,1.67441187639007,1e+06,200990254,"GOC002","GOC"
"4773","NW_006725377.1",1000001,2000000,347927,345617,398,1.15156372516398,1e+06,201990254,"GOC002","GOC"
"4774","NW_006725377.1",2000001,3000000,436004,433633,933,2.15158901651858,1e+06,202990254,"GOC002","GOC"
"4775","NW_006725377.1",3000001,4000000,389210,386932,984,2.54308250545315,1e+06,203990254,"GOC002","GOC"
"4776","NW_006725377.1",4000001,5000000,386809,383910,1155,3.0085176213175,1e+06,204990254,"GOC002","GOC"
"4777","NW_006725377.1",5000001,6000000,389152,386676,869,2.24735954649371,1e+06,205990254,"GOC002","GOC"
"4778","NW_006725377.1",6000001,7000000,306539,304590,685,2.24892478413605,1e+06,206990254,"GOC002","GOC"
"4779","NW_006725377.1",7000001,8000000,308588,305802,210,0.686718857299821,1e+06,207990254,"GOC002","GOC"
"4780","NW_006725377.1",8000001,9000000,287690,285324,592,2.07483422354937,1e+06,208990254,"GOC002","GOC"
"4781","NW_006725388.1",1,1000000,438411,434951,641,1.47372922467128,1e+06,209990254,"GOC002","GOC"
"4782","NW_006725388.1",1000001,2000000,371519,367993,758,2.0598217900884,1e+06,210990254,"GOC002","GOC"
"4783","NW_006725388.1",2000001,3000000,446008,442209,753,1.70281473240029,1e+06,211990254,"GOC002","GOC"
"4784","NW_006725388.1",3000001,4000000,440832,437028,561,1.283670611494,1e+06,212990254,"GOC002","GOC"
"4785","NW_006725388.1",4000001,5000000,428158,425480,380,0.893108959293034,1e+06,213990254,"GOC002","GOC"
"4786","NW_006725388.1",5000001,6000000,366666,363710,814,2.23804679552391,1e+06,214990254,"GOC002","GOC"
"4787","NW_006725399.1",1,1000000,233285,231380,275,1.18852104762728,1e+06,215990254,"GOC002","GOC"
"4788","NW_006725399.1",1000001,2000000,404844,401667,46,0.114522726537156,1e+06,216990254,"GOC002","GOC"
"4789","NW_006725399.1",2000001,3000000,428838,425627,221,0.519233977167802,1e+06,217990254,"GOC002","GOC"
"4790","NW_006725399.1",3000001,4000000,467507,463428,1611,3.47626815816049,1e+06,218990254,"GOC002","GOC"
"4791","NW_006725399.1",4000001,5000000,425218,422531,738,1.7466174079535,1e+06,219990254,"GOC002","GOC"
"4792","NW_006725399.1",5000001,6000000,319558,317045,160,0.504660221735085,1e+06,220990254,"GOC002","GOC"
"4793","NW_006725410.1",1,1000000,372823,370002,419,1.13242631120913,1e+06,221990254,"GOC002","GOC"
"4794","NW_006725410.1",1000001,2000000,343820,341007,1,0.00293249112188313,1e+06,222990254,"GOC002","GOC"
"4795","NW_006725410.1",2000001,3000000,327629,325430,156,0.47936576222229,1e+06,223990254,"GOC002","GOC"
"4796","NW_006725410.1",3000001,4000000,378177,375626,595,1.58402240526481,1e+06,224990254,"GOC002","GOC"
"4797","NW_006725410.1",4000001,5000000,426734,424343,668,1.57419823114792,1e+06,225990254,"GOC002","GOC"
"4798","NW_006725410.1",5000001,6000000,415179,412364,588,1.42592466849677,1e+06,226990254,"GOC002","GOC"
"4799","NW_006725410.1",6000001,6702869,256827,255141,0,0,702869,227990254,"GOC002","GOC"
"4800","NW_006725421.1",1,1000000,362401,358616,488,1.36078702567649,1e+06,228693123,"GOC002","GOC"
"4801","NW_006725421.1",1000001,2000000,389808,384488,539,1.40186429745532,1e+06,229693123,"GOC002","GOC"
"4802","NW_006725421.1",2000001,3000000,379571,376349,565,1.50126611203962,1e+06,230693123,"GOC002","GOC"
"4803","NW_006725421.1",3000001,4000000,324220,320053,496,1.549743323762,1e+06,231693123,"GOC002","GOC"
"4804","NW_006725421.1",4000001,5000000,397202,393795,846,2.14832590561079,1e+06,232693123,"GOC002","GOC"
"4805","NW_006725421.1",5000001,6000000,350044,346980,697,2.00876131189118,1e+06,233693123,"GOC002","GOC"
"4806","NW_006725432.1",1,1000000,381867,378867,277,0.731127282133308,1e+06,234693123,"GOC002","GOC"
"4807","NW_006725432.1",1000001,2000000,389027,385775,7,0.0181452919447865,1e+06,235693123,"GOC002","GOC"
"4808","NW_006725432.1",2000001,3000000,327695,324452,103,0.317458360558727,1e+06,236693123,"GOC002","GOC"
"4809","NW_006725432.1",3000001,4000000,432799,429289,932,2.17103163603074,1e+06,237693123,"GOC002","GOC"
"4810","NW_006725432.1",4000001,5000000,370956,366899,535,1.45816696147986,1e+06,238693123,"GOC002","GOC"
"4811","NW_006725432.1",5000001,6000000,404307,401399,243,0.605382674097345,1e+06,239693123,"GOC002","GOC"
"4812","NW_006725443.1",1,1000000,417997,415652,1139,2.74027311308498,1e+06,240693123,"GOC002","GOC"
"4813","NW_006725443.1",1000001,2000000,356341,353189,521,1.47513087893451,1e+06,241693123,"GOC002","GOC"
"4814","NW_006725443.1",2000001,3000000,371309,368526,528,1.43273473242051,1e+06,242693123,"GOC002","GOC"
"4815","NW_006725443.1",3000001,4000000,374496,371080,673,1.81362509431928,1e+06,243693123,"GOC002","GOC"
"4816","NW_006725443.1",4000001,5000000,337769,335329,211,0.629232783326226,1e+06,244693123,"GOC002","GOC"
"4817","NW_006725443.1",5000001,6000000,355670,352562,1101,3.12285498720792,1e+06,245693123,"GOC002","GOC"
"4818","NW_006725443.1",6000001,7000000,431546,429061,947,2.20714537093793,1e+06,246693123,"GOC002","GOC"
"4819","NW_006725443.1",7000001,8000000,375389,373042,216,0.579023273518799,1e+06,247693123,"GOC002","GOC"
"4820","NW_006725443.1",8000001,9000000,398356,394561,438,1.1100945101011,1e+06,248693123,"GOC002","GOC"
"4821","NW_006725443.1",9000001,10000000,333377,331287,364,1.09874519676293,1e+06,249693123,"GOC002","GOC"
"4822","NW_006725443.1",10000001,11000000,315373,312453,294,0.940941517604248,1e+06,250693123,"GOC002","GOC"
"4823","NW_006725454.1",1,1000000,370800,368692,901,2.44377420719734,1e+06,251693123,"GOC002","GOC"
"4824","NW_006725454.1",1000001,2000000,332388,329575,8,0.0242736858074793,1e+06,252693123,"GOC002","GOC"
"4825","NW_006725454.1",2000001,3000000,337459,335261,2,0.00596550150479775,1e+06,253693123,"GOC002","GOC"
"4826","NW_006725454.1",3000001,4000000,341350,339154,242,0.713540161696457,1e+06,254693123,"GOC002","GOC"
"4827","NW_006725454.1",4000001,5000000,356070,352977,533,1.51001340030654,1e+06,255693123,"GOC002","GOC"
"4828","NW_006725454.1",5000001,6000000,400873,397695,409,1.02842630659173,1e+06,256693123,"GOC002","GOC"
"4829","NW_006725465.1",1,1000000,403304,399990,591,1.47753693842346,1e+06,257693123,"GOC002","GOC"
"4830","NW_006725465.1",1000001,2000000,435672,432671,180,0.416020486697745,1e+06,258693123,"GOC002","GOC"
"4831","NW_006725465.1",2000001,3000000,493853,491076,98,0.199561778624897,1e+06,259693123,"GOC002","GOC"
"4832","NW_006725465.1",3000001,4000000,346426,344039,1,0.002906647211508,1e+06,260693123,"GOC002","GOC"
"4833","NW_006725465.1",4000001,5000000,435708,432167,291,0.673350811144766,1e+06,261693123,"GOC002","GOC"
"4834","NW_006725465.1",5000001,6000000,468196,464502,475,1.02260054854446,1e+06,262693123,"GOC002","GOC"
"4835","NW_006725465.1",6000001,7000000,446420,443656,1283,2.89188019546676,1e+06,263693123,"GOC002","GOC"
"4836","NW_006725465.1",7000001,8000000,421106,417461,665,1.59296317500317,1e+06,264693123,"GOC002","GOC"
"4837","NW_006725465.1",8000001,9000000,509075,504869,346,0.685326292563021,1e+06,265693123,"GOC002","GOC"
"4838","NW_006725465.1",9000001,10000000,470038,466545,181,0.387958289125379,1e+06,266693123,"GOC002","GOC"
"4839","NW_006725465.1",10000001,11000000,510934,508640,157,0.308666247247562,1e+06,267693123,"GOC002","GOC"
"4840","NW_006725465.1",11000001,12000000,435515,432707,731,1.6893648588999,1e+06,268693123,"GOC002","GOC"
"4841","NW_006725465.1",12000001,13000000,345997,343970,525,1.52629589789807,1e+06,269693123,"GOC002","GOC"
"4842","NW_006725465.1",13000001,14000000,405293,403060,1261,3.12856646653104,1e+06,270693123,"GOC002","GOC"
"4843","NW_006725465.1",14000001,15000000,388059,385445,899,2.33236907989467,1e+06,271693123,"GOC002","GOC"
"4844","NW_006725465.1",15000001,16000000,346993,344482,292,0.847649514343275,1e+06,272693123,"GOC002","GOC"
"4845","NW_006725465.1",16000001,17000000,445362,442167,100,0.22615889471625,1e+06,273693123,"GOC002","GOC"
"4846","NW_006725465.1",17000001,18000000,421051,417720,2,0.00478789619841042,1e+06,274693123,"GOC002","GOC"
"4847","NW_006725465.1",18000001,19000000,414747,412482,195,0.472747901726621,1e+06,275693123,"GOC002","GOC"
"4848","NW_006725465.1",19000001,20000000,467780,464107,465,1.0019241252556,1e+06,276693123,"GOC002","GOC"
"4849","NW_006725465.1",20000001,21000000,384538,381348,424,1.11184534860547,1e+06,277693123,"GOC002","GOC"
"4850","NW_006725465.1",21000001,22000000,431424,428831,435,1.01438562044255,1e+06,278693123,"GOC002","GOC"
"4851","NW_006725465.1",22000001,23000000,428677,426058,517,1.21344981199743,1e+06,279693123,"GOC002","GOC"
"4852","NW_006725465.1",23000001,24000000,433470,431370,587,1.36078076824999,1e+06,280693123,"GOC002","GOC"
"4853","NW_006725465.1",24000001,25000000,370204,367915,444,1.2068004838074,1e+06,281693123,"GOC002","GOC"
"4854","NW_006725465.1",25000001,26000000,298289,296085,436,1.47255011229883,1e+06,282693123,"GOC002","GOC"
"4855","NW_006725465.1",26000001,26777380,249080,244541,596,2.43721911663075,777380,283693123,"GOC002","GOC"
"4856","NW_006725466.1",1000001,2000000,299842,296851,451,1.51928071658846,1e+06,284470503,"GOC002","GOC"
"4857","NW_006725466.1",2000001,3000000,473385,469983,930,1.97879497769068,1e+06,285470503,"GOC002","GOC"
"4858","NW_006725466.1",3000001,4000000,412027,409350,405,0.989373396848663,1e+06,286470503,"GOC002","GOC"
"4859","NW_006725466.1",4000001,5000000,426738,423547,490,1.15689640110779,1e+06,287470503,"GOC002","GOC"
"4860","NW_006725466.1",5000001,6000000,365900,363003,361,0.994482139266067,1e+06,288470503,"GOC002","GOC"
"4861","NW_006725466.1",6000001,7000000,320192,318220,184,0.578216328326315,1e+06,289470503,"GOC002","GOC"
"4862","NW_006725466.1",7000001,8000000,349029,345879,400,1.15647379574938,1e+06,290470503,"GOC002","GOC"
"4863","NW_006725466.1",8000001,9000000,339725,336646,722,2.14468610944434,1e+06,291470503,"GOC002","GOC"
"4864","NW_006725477.1",1,1000000,396325,393459,412,1.04712308016845,1e+06,292470503,"GOC002","GOC"
"4865","NW_006725477.1",1000001,2000000,394434,391872,269,0.686448636289401,1e+06,293470503,"GOC002","GOC"
"4866","NW_006725477.1",2000001,3000000,455606,451931,505,1.11742721787175,1e+06,294470503,"GOC002","GOC"
"4867","NW_006725477.1",3000001,4000000,375666,373920,1010,2.70111253744116,1e+06,295470503,"GOC002","GOC"
"4868","NW_006725477.1",4000001,5000000,386439,383440,202,0.526809931149593,1e+06,296470503,"GOC002","GOC"
"4869","NW_006725477.1",5000001,6000000,329600,326659,118,0.361232967712508,1e+06,297470503,"GOC002","GOC"
"4870","NW_006725488.1",1,1000000,342349,339584,275,0.809814361100641,1e+06,298470503,"GOC002","GOC"
"4871","NW_006725488.1",1000001,2000000,340566,338087,1,0.00295781854966325,1e+06,299470503,"GOC002","GOC"
"4872","NW_006725488.1",2000001,3000000,372345,368610,384,1.04175144461626,1e+06,300470503,"GOC002","GOC"
"4873","NW_006725488.1",3000001,4000000,336313,333436,430,1.28960280233688,1e+06,301470503,"GOC002","GOC"
"4874","NW_006725488.1",4000001,5000000,344544,341291,1255,3.67721387320498,1e+06,302470503,"GOC002","GOC"
"4875","NW_006725488.1",5000001,6000000,402898,399748,367,0.918078389385313,1e+06,303470503,"GOC002","GOC"
"4876","NW_006725499.1",1,1000000,394389,390900,6,0.0153491941673062,1e+06,304470503,"GOC002","GOC"
"4877","NW_006725499.1",1000001,2000000,302589,300536,8,0.0266191071951447,1e+06,305470503,"GOC002","GOC"
"4878","NW_006725499.1",2000001,3000000,368624,364836,2,0.00548191516188095,1e+06,306470503,"GOC002","GOC"
"4879","NW_006725499.1",3000001,4000000,368616,365028,314,0.86020798404506,1e+06,307470503,"GOC002","GOC"
"4880","NW_006725499.1",4000001,5000000,359325,356224,278,0.780407833273446,1e+06,308470503,"GOC002","GOC"
"4881","NW_006725499.1",5000001,6000000,372294,369313,5,0.0135386514961564,1e+06,309470503,"GOC002","GOC"
"4882","NW_006725499.1",6000001,7000000,400647,397238,0,0,1e+06,310470503,"GOC002","GOC"
"4883","NW_006725499.1",7000001,8000000,347188,344347,3,0.00871214211246214,1e+06,311470503,"GOC002","GOC"
"4884","NW_006725499.1",8000001,9000000,364806,362397,0,0,1e+06,312470503,"GOC002","GOC"
"4885","NW_006725499.1",9000001,9802036,278437,275609,0,0,802036,313470503,"GOC002","GOC"
"4886","NW_006725510.1",1,1000000,346378,343179,785,2.28743600278572,1e+06,314272539,"GOC002","GOC"
"4887","NW_006725510.1",1000001,2000000,397786,395265,675,1.70771507722667,1e+06,315272539,"GOC002","GOC"
"4888","NW_006725510.1",2000001,3000000,389687,387299,538,1.38910764035022,1e+06,316272539,"GOC002","GOC"
"4889","NW_006725510.1",3000001,4000000,383611,381585,582,1.52521718621015,1e+06,317272539,"GOC002","GOC"
"4890","NW_006725510.1",4000001,5000000,362934,360178,378,1.04948108990555,1e+06,318272539,"GOC002","GOC"
"4891","NW_006725510.1",5000001,6000000,357874,354870,2,0.00563586665539493,1e+06,319272539,"GOC002","GOC"
"4892","NW_006725521.1",1,1000000,341548,338565,184,0.543470234666903,1e+06,320272539,"GOC002","GOC"
"4893","NW_006725521.1",1000001,2000000,344407,341582,609,1.78288083095713,1e+06,321272539,"GOC002","GOC"
"4894","NW_006725521.1",2000001,3000000,367851,364586,742,2.03518511407459,1e+06,322272539,"GOC002","GOC"
"4895","NW_006725521.1",3000001,4000000,344349,341835,438,1.28131993505639,1e+06,323272539,"GOC002","GOC"
"4896","NW_006725521.1",4000001,5000000,381291,378074,470,1.24314287679132,1e+06,324272539,"GOC002","GOC"
"4897","NW_006725521.1",5000001,6000000,368594,365407,293,0.801845613247694,1e+06,325272539,"GOC002","GOC"
"4898","NW_006725532.1",1,1000000,458156,455006,562,1.23514854749168,1e+06,326272539,"GOC002","GOC"
"4899","NW_006725532.1",1000001,2000000,422819,420272,332,0.78996459435794,1e+06,327272539,"GOC002","GOC"
"4900","NW_006725532.1",2000001,3000000,406504,403515,116,0.28747382377359,1e+06,328272539,"GOC002","GOC"
"4901","NW_006725532.1",3000001,4000000,440063,437083,357,0.816778506599433,1e+06,329272539,"GOC002","GOC"
"4902","NW_006725532.1",4000001,5000000,440104,437106,244,0.558216999995424,1e+06,330272539,"GOC002","GOC"
"4903","NW_006725532.1",5000001,6000000,427895,425535,1066,2.50508183815667,1e+06,331272539,"GOC002","GOC"
"4904","NW_006725532.1",6000001,7000000,451962,449402,503,1.11926515680838,1e+06,332272539,"GOC002","GOC"
"4905","NW_006725532.1",7000001,8000000,415029,398102,0,0,1e+06,333272539,"GOC002","GOC"
"4906","NW_006725532.1",8000001,9000000,433638,430719,2,0.0046433985963006,1e+06,334272539,"GOC002","GOC"
"4907","NW_006725532.1",9000001,10000000,422515,419849,0,0,1e+06,335272539,"GOC002","GOC"
"4908","NW_006725532.1",10000001,11000000,405228,403281,898,2.22673520448521,1e+06,336272539,"GOC002","GOC"
"4909","NW_006725543.1",1,1000000,460935,457823,2,0.00436850049036418,1e+06,337272539,"GOC002","GOC"
"4910","NW_006725543.1",1000001,2000000,535837,532336,2,0.00375702563794295,1e+06,338272539,"GOC002","GOC"
"4911","NW_006725543.1",2000001,3000000,447952,444481,1,0.00224981495272014,1e+06,339272539,"GOC002","GOC"
"4912","NW_006725543.1",3000001,4000000,387708,384583,99,0.257421674905027,1e+06,340272539,"GOC002","GOC"
"4913","NW_006725543.1",4000001,5000000,430428,427871,332,0.775934802779342,1e+06,341272539,"GOC002","GOC"
"4914","NW_006725543.1",5000001,5827705,342340,339534,547,1.61103159035619,827705,342272539,"GOC002","GOC"
"4915","NW_006725554.1",1,1000000,354023,351211,7,0.0199310386064218,1e+06,343100244,"GOC002","GOC"
"4916","NW_006725554.1",1000001,2000000,357471,355477,539,1.51627250145579,1e+06,344100244,"GOC002","GOC"
"4917","NW_006725554.1",2000001,3000000,396673,394249,458,1.16170237590964,1e+06,345100244,"GOC002","GOC"
"4918","NW_006725554.1",3000001,4000000,350637,347841,439,1.26207088871065,1e+06,346100244,"GOC002","GOC"
"4919","NW_006725554.1",4000001,5000000,361457,358703,319,0.88931511584793,1e+06,347100244,"GOC002","GOC"
"4920","NW_006725554.1",5000001,5829520,309819,306993,10,0.0325740326326659,829520,348100244,"GOC002","GOC"
"4921","NW_006725565.1",1,1000000,387498,385295,888,2.30472754642547,1e+06,348929764,"GOC002","GOC"
"4922","NW_006725565.1",1000001,2000000,315549,313270,933,2.97826156350752,1e+06,349929764,"GOC002","GOC"
"4923","NW_006725565.1",2000001,3000000,332408,330337,905,2.73962650263216,1e+06,350929764,"GOC002","GOC"
"4924","NW_006725565.1",3000001,4000000,379550,377722,746,1.97499748492277,1e+06,351929764,"GOC002","GOC"
"4925","NW_006725565.1",4000001,5000000,375415,373517,844,2.25960264191456,1e+06,352929764,"GOC002","GOC"
"4926","NW_006725565.1",5000001,5818385,312578,310780,9,0.0289593924962996,818385,353929764,"GOC002","GOC"
"4927","NW_006725576.1",1,1000000,358771,355666,486,1.36645054629906,1e+06,354748149,"GOC002","GOC"
"4928","NW_006725576.1",1000001,2000000,372381,369807,569,1.53864042595192,1e+06,355748149,"GOC002","GOC"
"4929","NW_006725576.1",2000001,3000000,343929,341145,283,0.829559278312741,1e+06,356748149,"GOC002","GOC"
"4930","NW_006725576.1",3000001,4000000,405768,402669,363,0.901484842389158,1e+06,357748149,"GOC002","GOC"
"4931","NW_006725576.1",4000001,5000000,388374,385877,907,2.35048992295472,1e+06,358748149,"GOC002","GOC"
"4932","NW_006725576.1",5000001,6000000,291330,288668,311,1.07736222927377,1e+06,359748149,"GOC002","GOC"
"4933","NW_006725576.1",6000001,7000000,372637,369101,390,1.05662135838158,1e+06,360748149,"GOC002","GOC"
"4934","NW_006725576.1",7000001,8000000,343324,339937,279,0.820740313646352,1e+06,361748149,"GOC002","GOC"
"4935","NW_006725576.1",8000001,9000000,389584,387305,218,0.562863892797666,1e+06,362748149,"GOC002","GOC"
"4936","NW_006725576.1",9000001,10000000,384903,381373,228,0.597839910009361,1e+06,363748149,"GOC002","GOC"
"4937","NW_006725576.1",10000001,11000000,495698,492585,1,0.00203010647908483,1e+06,364748149,"GOC002","GOC"
"4938","NW_006725576.1",11000001,12000000,337178,334231,0,0,1e+06,365748149,"GOC002","GOC"
"4939","NW_006725576.1",12000001,13000000,416547,413047,7,0.0169472239236697,1e+06,366748149,"GOC002","GOC"
"4940","NW_006725576.1",13000001,14000000,307374,304782,137,0.449501610987526,1e+06,367748149,"GOC002","GOC"
"4941","NW_006725576.1",14000001,15000000,291321,288373,9,0.0312095792601943,1e+06,368748149,"GOC002","GOC"
"4942","NW_006725576.1",15000001,16000000,289360,286716,0,0,1e+06,369748149,"GOC002","GOC"
"4943","NW_006725576.1",16000001,17000000,351357,347525,0,0,1e+06,370748149,"GOC002","GOC"
"4944","NW_006725576.1",17000001,18000000,359482,356439,6,0.0168331748209371,1e+06,371748149,"GOC002","GOC"
"4945","NW_006725576.1",18000001,19000000,349223,346132,70,0.202234985496862,1e+06,372748149,"GOC002","GOC"
"4946","NW_006725576.1",19000001,20000000,372622,369634,595,1.6097004063479,1e+06,373748149,"GOC002","GOC"
"4947","NW_006725576.1",20000001,21000000,379902,376171,351,0.9330862825683,1e+06,374748149,"GOC002","GOC"
"4948","NW_006725576.1",21000001,22000000,416799,413544,376,0.909214013502795,1e+06,375748149,"GOC002","GOC"
"4949","NW_006725576.1",22000001,23000000,388828,386226,137,0.354714597152962,1e+06,376748149,"GOC002","GOC"
"4950","NW_006725576.1",23000001,24000000,390672,388350,409,1.0531736835329,1e+06,377748149,"GOC002","GOC"
"4951","NW_006725576.1",24000001,25000000,411795,408671,134,0.327892118599069,1e+06,378748149,"GOC002","GOC"
"4952","NW_006725576.1",25000001,26000000,276563,273824,2,0.00730396166880916,1e+06,379748149,"GOC002","GOC"
"4953","NW_006725577.1",1,1000000,320506,317529,0,0,1e+06,380748149,"GOC002","GOC"
"4954","NW_006725577.1",1000001,2000000,398496,395094,0,0,1e+06,381748149,"GOC002","GOC"
"4955","NW_006725577.1",2000001,3000000,413419,409721,105,0.256271950912938,1e+06,382748149,"GOC002","GOC"
"4956","NW_006725577.1",3000001,4000000,388999,386107,719,1.86217810088913,1e+06,383748149,"GOC002","GOC"
"4957","NW_006725577.1",4000001,5000000,430504,427904,526,1.229247681723,1e+06,384748149,"GOC002","GOC"
"4958","NW_006725577.1",5000001,6000000,364182,361121,367,1.01627986187455,1e+06,385748149,"GOC002","GOC"
"4959","NW_006725577.1",6000001,7000000,350676,347650,887,2.55141665468143,1e+06,386748149,"GOC002","GOC"
"4960","NW_006725577.1",7000001,7927523,323302,320253,682,2.12956631163486,927523,387748149,"GOC002","GOC"
"4961","NW_006725588.1",1,1000000,322907,321177,452,1.40732368756169,1e+06,388675672,"GOC002","GOC"
"4962","NW_006725588.1",1000001,2000000,386421,383713,494,1.28742054608523,1e+06,389675672,"GOC002","GOC"
"4963","NW_006725588.1",2000001,3000000,311369,309613,570,1.84100796801168,1e+06,390675672,"GOC002","GOC"
"4964","NW_006725588.1",3000001,4000000,362378,359944,724,2.01142399928878,1e+06,391675672,"GOC002","GOC"
"4965","NW_006725588.1",4000001,5000000,382617,380317,677,1.78009397423728,1e+06,392675672,"GOC002","GOC"
"4966","NW_006725599.1",1,1000000,417443,415192,364,0.876702826644059,1e+06,393675672,"GOC002","GOC"
"4967","NW_006725599.1",1000001,2000000,465940,462801,3,0.00648226775655195,1e+06,394675672,"GOC002","GOC"
"4968","NW_006725599.1",2000001,3000000,427040,423987,11,0.0259441916851224,1e+06,395675672,"GOC002","GOC"
"4969","NW_006725599.1",3000001,4000000,441449,438187,7,0.0159749148194721,1e+06,396675672,"GOC002","GOC"
"4970","NW_006725599.1",4000001,5000000,432786,430000,523,1.21627906976744,1e+06,397675672,"GOC002","GOC"
"4971","NW_006725610.1",1,1000000,489020,484922,723,1.49096143297273,1e+06,398675672,"GOC002","GOC"
"4972","NW_006725610.1",1000001,2000000,380160,377473,741,1.96305431116928,1e+06,399675672,"GOC002","GOC"
"4973","NW_006725610.1",2000001,3000000,391605,389040,595,1.52940571663582,1e+06,400675672,"GOC002","GOC"
"4974","NW_006725610.1",3000001,4000000,397040,394833,1194,3.02406333817082,1e+06,401675672,"GOC002","GOC"
"4975","NW_006725610.1",4000001,5000000,462341,459715,938,2.04039459230175,1e+06,402675672,"GOC002","GOC"
"4976","NW_006725621.1",1,1000000,398925,395856,306,0.773008366678792,1e+06,403675672,"GOC002","GOC"
"4977","NW_006725621.1",1000001,2000000,445595,441969,1496,3.38485278379253,1e+06,404675672,"GOC002","GOC"
"4978","NW_006725621.1",2000001,3000000,430799,428466,849,1.98148744591169,1e+06,405675672,"GOC002","GOC"
"4979","NW_006725621.1",3000001,4000000,452312,450283,1229,2.72939462515796,1e+06,406675672,"GOC002","GOC"
"4980","NW_006725621.1",4000001,5000000,426242,422857,58,0.137162208500746,1e+06,407675672,"GOC002","GOC"
"4981","NW_006725632.1",1,1000000,428485,424498,149,0.35100283157989,1e+06,408675672,"GOC002","GOC"
"4982","NW_006725632.1",1000001,2000000,463290,459305,1,0.0021772025124917,1e+06,409675672,"GOC002","GOC"
"4983","NW_006725632.1",2000001,3000000,384856,381544,2,0.00524185939236366,1e+06,410675672,"GOC002","GOC"
"4984","NW_006725632.1",3000001,4000000,356883,353834,0,0,1e+06,411675672,"GOC002","GOC"
"4985","NW_006725632.1",4000001,5000000,294774,291987,2,0.00684962001732954,1e+06,412675672,"GOC002","GOC"
"4986","NW_006725643.1",1,1000000,325877,323088,477,1.47637795275591,1e+06,413675672,"GOC002","GOC"
"4987","NW_006725643.1",1000001,2000000,333770,331617,376,1.13383813254447,1e+06,414675672,"GOC002","GOC"
"4988","NW_006725643.1",2000001,3000000,246619,244802,249,1.0171485527079,1e+06,415675672,"GOC002","GOC"
"4989","NW_006725643.1",3000001,4000000,429540,427479,939,2.19659913118539,1e+06,416675672,"GOC002","GOC"
"4990","NW_006725643.1",4000001,5000000,405972,403867,375,0.928523499072715,1e+06,417675672,"GOC002","GOC"
"4991","NW_006725654.1",1,1000000,230804,228167,5,0.0219137736833109,1e+06,418675672,"GOC002","GOC"
"4992","NW_006725654.1",1000001,2000000,263168,260986,4,0.0153264926087989,1e+06,419675672,"GOC002","GOC"
"4993","NW_006725654.1",2000001,3000000,294326,291916,2,0.00685128598637964,1e+06,420675672,"GOC002","GOC"
"4994","NW_006725654.1",3000001,4000000,358124,355519,4,0.0112511567595543,1e+06,421675672,"GOC002","GOC"
"4995","NW_006725654.1",4000001,4964212,325252,322878,5,0.0154857252584568,964212,422675672,"GOC002","GOC"
"4996","NW_006725665.1",1,1000000,358433,353857,327,0.924102109044049,1e+06,423639884,"GOC002","GOC"
"4997","NW_006725665.1",1000001,2000000,331965,329637,91,0.276061243125013,1e+06,424639884,"GOC002","GOC"
"4998","NW_006725665.1",2000001,3000000,403091,399976,425,1.06256375382523,1e+06,425639884,"GOC002","GOC"
"4999","NW_006725665.1",3000001,4000000,434604,431828,473,1.09534351640005,1e+06,426639884,"GOC002","GOC"
"5000","NW_006725665.1",4000001,5000000,319043,316784,402,1.2690034850245,1e+06,427639884,"GOC002","GOC"
"5001","NW_006725676.1",1,1000000,415788,412198,1,0.00242601856389405,1e+06,428639884,"GOC002","GOC"
"5002","NW_006725676.1",1000001,2000000,344070,340688,274,0.804254919457099,1e+06,429639884,"GOC002","GOC"
"5003","NW_006725676.1",2000001,3000000,372570,370084,197,0.53231158331622,1e+06,430639884,"GOC002","GOC"
